customerID;jobID;bookingTime;vaTime;startX;startY;endX;endY;;
30251;AP0251;01.05.2016 05:31;01.05.2016 05:31;476757.3891;5553085.393;476421.6524;5552532.225;;
30252;AP0252;01.05.2016 05:32;01.05.2016 05:32;476914.5092;5552817.29;476497.5607;5552746.71;;
30253;AP0253;01.05.2016 05:32;01.05.2016 05:32;476170.6404;5552734.527;476453.0403;5552750.063;;
30254;AP0254;01.05.2016 05:33;01.05.2016 05:33;476147.6033;5552799.326;476525.0843;5552828.138;;
30255;AP0255;01.05.2016 05:33;01.05.2016 05:33;476145.0699;5553189.012;476578.45;5552698.321;;
30256;AP0256;01.05.2016 05:34;01.05.2016 05:34;476114.9176;5553099.613;476720.5529;5552413.362;;
30257;AP0257;01.05.2016 05:35;01.05.2016 05:35;476035.3451;5553052.741;475994.9869;5552681.794;;
30258;AP0258;01.05.2016 05:36;01.05.2016 05:36;476264.8521;5552835.26;476020.6335;5552722.521;;
30259;AP0259;01.05.2016 05:36;01.05.2016 05:36;476168.902;5552974.32;476671.0853;5552395.377;;
30260;AP0260;01.05.2016 05:37;01.05.2016 05:37;476208.2168;5552927.532;476775.5614;5552483.522;;
30261;AP0261;01.05.2016 05:39;01.05.2016 05:39;476399.0731;5552659.027;476113.2529;5552820.901;;
30262;AP0262;01.05.2016 05:40;01.05.2016 05:40;476233.3796;5552811.845;476213.3716;5552902.772;;
30263;AP0263;01.05.2016 05:41;01.05.2016 05:41;476857.5847;5552805.89;476178.5591;5552842.026;;
30264;AP0264;01.05.2016 05:41;01.05.2016 05:41;476859.3563;5552599.096;476133.1267;5552899.217;;
30265;AP0265;01.05.2016 05:43;01.05.2016 05:43;476286.3192;5552684.348;476204.865;5552579.343;;
30266;AP0266;01.05.2016 05:44;01.05.2016 05:44;476224.131;5552745.934;475992.9594;5552541.983;;
30267;AP0267;01.05.2016 05:44;01.05.2016 05:44;476210.1206;5552918.003;476097.7705;5552694.431;;
30268;AP0268;01.05.2016 05:47;01.05.2016 05:47;475961.0858;5552674.249;476251.5694;5552852.962;;
30269;AP0269;01.05.2016 05:48;01.05.2016 05:48;476240.1417;5552782.505;476082.5051;5552471.883;;
30270;AP0270;01.05.2016 05:50;01.05.2016 05:50;476320.7807;5552755.767;476070.5179;5552784.446;;
30271;AP0271;01.05.2016 05:50;01.05.2016 05:50;476641.6398;5552663.968;476136.9084;5552987.533;;
30272;AP0272;01.05.2016 05:52;01.05.2016 05:52;476600.9492;5552750.411;476062.705;5553073.632;;
30273;AP0273;01.05.2016 05:53;01.05.2016 05:53;475868.1188;5553032.544;476620.9826;5552659.233;;
30274;AP0274;01.05.2016 05:54;01.05.2016 05:54;475864.6369;5553163.382;476623.9633;5552659.916;;
30275;AP0275;01.05.2016 05:54;01.05.2016 05:54;476056.5852;5552741.504;476305.3107;5552960.107;;
30276;AP0276;01.05.2016 05:56;01.05.2016 05:56;476017.8042;5553066.306;476178.3307;5552992.031;;
30277;AP0277;01.05.2016 05:57;01.05.2016 05:57;476264.4222;5552835.607;476497.0583;5552745.627;;
30278;AP0278;01.05.2016 05:58;01.05.2016 05:58;475955.565;5553006.614;476626.0704;5552587.357;;
30279;AP0279;01.05.2016 06:01;01.05.2016 06:01;476156.5426;5553176.007;476157.5151;5552886.062;;
30280;AP0280;01.05.2016 06:02;01.05.2016 06:02;476623.7649;5553321.345;476178.6091;5552997.011;;
30281;AP0281;01.05.2016 06:04;01.05.2016 06:04;476052.8507;5553072.024;476020.657;5552752.824;;
30282;AP0282;01.05.2016 06:04;01.05.2016 06:04;476158.1133;5552778.052;476088.1582;5552797.358;;
30283;AP0283;01.05.2016 06:06;01.05.2016 06:06;475868.5115;5553017.784;476091.5461;5552799.404;;
30284;AP0284;01.05.2016 06:06;01.05.2016 06:06;476262.2777;5552848.591;476343.4266;5552859.823;;
30285;AP0285;01.05.2016 06:06;01.05.2016 06:06;476163.6219;5553116.847;476716.917;5552473.058;;
30286;AP0286;01.05.2016 06:08;01.05.2016 06:08;476210.2461;5552917.415;476895.6152;5552508.261;;
30287;AP0287;01.05.2016 06:09;01.05.2016 06:09;475927.6883;5553289.331;476816.5096;5552797.518;;
30288;AP0288;01.05.2016 06:09;01.05.2016 06:09;476080.8021;5553074.704;476647.1533;5552296.601;;
30289;AP0289;01.05.2016 06:11;01.05.2016 06:11;476875.8755;5552977.644;476312.4584;5552769.574;;
30290;AP0290;01.05.2016 06:14;01.05.2016 06:14;476442.4984;5552622.933;476155.3786;5552796.272;;
30291;AP0291;01.05.2016 06:15;01.05.2016 06:15;476315.6844;5552421.035;476290.7982;5552395.919;;
30292;AP0292;01.05.2016 06:16;01.05.2016 06:16;475925.3966;5552384.426;475983.2798;5552182.266;;
30293;AP0293;01.05.2016 06:20;01.05.2016 06:20;476795.5984;5553142.116;476076.9952;5552947.705;;
30294;AP0294;01.05.2016 06:21;01.05.2016 06:21;476737.9833;5553328.564;475865.1695;5553143.368;;
30295;AP0295;01.05.2016 06:21;01.05.2016 06:21;476728.5885;5553257.103;476783.9075;5553180.623;;
30296;AP0296;01.05.2016 06:22;01.05.2016 06:22;476586.9291;5553317.446;476630.4806;5553322.056;;
30297;AP0297;01.05.2016 06:23;01.05.2016 06:23;476432.0621;5552981.579;476635.8094;5552915.508;;
30298;AP0298;01.05.2016 06:23;01.05.2016 06:23;476275.7514;5553068.028;476785.4035;5552584.329;;
30299;AP0299;01.05.2016 06:25;01.05.2016 06:25;476018.7138;5552786.396;476881.3241;5552864.067;;
30300;AP0300;01.05.2016 06:26;01.05.2016 06:26;475999.4435;5552903.044;476833.592;5553017.219;;
30301;AP0301;01.05.2016 06:26;01.05.2016 06:26;476170.5613;5552734.511;476872.1958;5552893.356;;
30302;AP0302;01.05.2016 06:28;01.05.2016 06:28;476169.0151;5552577.689;476443.1293;5552959.471;;
30303;AP0303;01.05.2016 06:29;01.05.2016 06:29;476638.5298;5552904.111;476040.5367;5553296.155;;
30304;AP0304;01.05.2016 06:30;01.05.2016 06:30;476721.3469;5552699.578;476020.2257;5552687.52;;
30305;AP0305;01.05.2016 06:33;01.05.2016 06:33;476420.5657;5552528.969;476768.7744;5553230.467;;
30306;AP0306;01.05.2016 06:34;01.05.2016 06:34;476728.8709;5552686.338;476606.2293;5552908.505;;
30307;AP0307;01.05.2016 06:34;01.05.2016 06:34;476644.1263;5552937.916;476697.7513;5552338.146;;
30308;AP0308;01.05.2016 06:37;01.05.2016 06:37;476852.3193;5552957.13;476654.9966;5552827.127;;
30309;AP0309;01.05.2016 06:37;01.05.2016 06:37;476563.7044;5552727.141;476411.199;5552668.135;;
30310;AP0310;01.05.2016 06:39;01.05.2016 06:39;476910.6063;5552730.907;475979.5035;5552590.019;;
30311;AP0311;01.05.2016 06:40;01.05.2016 06:40;476047.2805;5552618.691;476289.9774;5552766.979;;
30312;AP0312;01.05.2016 06:42;01.05.2016 06:42;476320.2813;5552608.744;476287.5806;5553016.38;;
30313;AP0313;01.05.2016 06:43;01.05.2016 06:43;476493.4917;5552813.328;476269.6647;5553041.769;;
30314;AP0314;01.05.2016 06:44;01.05.2016 06:44;476234.1984;5552808.292;476289.7308;5553006.315;;
30315;AP0315;01.05.2016 06:46;01.05.2016 06:46;476212.0873;5552743.106;475899.1435;5553027.421;;
30316;AP0316;01.05.2016 06:47;01.05.2016 06:47;476214.4559;5552897.693;476147.7981;5552990.008;;
30317;AP0317;01.05.2016 06:49;01.05.2016 06:49;476136.8526;5552966.288;476819.6314;5552492.748;;
30318;AP0318;01.05.2016 06:49;01.05.2016 06:49;476055.4442;5553072.447;476684.543;5552502.348;;
30319;AP0319;01.05.2016 06:50;01.05.2016 06:50;476221.8321;5552494.547;476218.3754;5552382.058;;
30320;AP0320;01.05.2016 06:52;01.05.2016 06:52;476294.1455;5552265.192;476200.1048;5552268.69;;
30321;AP0321;01.05.2016 06:53;01.05.2016 06:53;476132.116;5552351.156;476215.8744;5552553.28;;
30322;AP0322;01.05.2016 06:56;01.05.2016 06:56;476214.7875;5552563.994;475929.0807;5552367.812;;
30323;AP0323;01.05.2016 06:57;01.05.2016 06:57;476101.2808;5552869.245;476621.1037;5552927.261;;
30324;AP0324;01.05.2016 06:57;01.05.2016 06:57;476063.806;5553043.627;476788.2284;5553265.728;;
30325;AP0325;01.05.2016 06:58;01.05.2016 06:58;476664.5829;5552543.497;476205.13;5552808.513;;
30326;AP0326;01.05.2016 07:02;01.05.2016 07:02;476898.0786;5552802.697;476214.1591;5553028.478;;
30327;AP0327;01.05.2016 07:03;01.05.2016 07:03;476558.463;5552850.505;476126.6071;5552963.721;;
30328;AP0328;01.05.2016 07:05;01.05.2016 07:05;476449.7257;5552741.956;476157.6229;5552971.493;;
30329;AP0329;01.05.2016 07:06;01.05.2016 07:06;476128.6806;5553252.764;475900.0176;5553027.788;;
30330;AP0330;01.05.2016 07:07;01.05.2016 07:07;476062.6511;5552740.106;476150.0003;5552730.79;;
30331;AP0331;01.05.2016 07:11;01.05.2016 07:11;476390.6444;5552227.319;475964.4843;5552674.874;;
30332;AP0332;01.05.2016 07:13;01.05.2016 07:13;476457.399;5552334.97;475865.1807;5553142.945;;
30333;AP0333;01.05.2016 07:16;01.05.2016 07:16;475963.5561;5552674.663;476310.6251;5552689.332;;
30334;AP0334;01.05.2016 07:16;01.05.2016 07:16;476093.0897;5552650.723;476262.7224;5552838.433;;
30335;AP0335;01.05.2016 07:16;01.05.2016 07:16;476174.5135;5552802.129;476247.701;5552661.193;;
30336;AP0336;01.05.2016 07:17;01.05.2016 07:17;476156.763;5552660.581;476198.0156;5552740.123;;
30337;AP0337;01.05.2016 07:18;01.05.2016 07:18;476191.3606;5553007.599;476018.2252;5552457.473;;
30338;AP0338;01.05.2016 07:20;01.05.2016 07:20;476224.6058;5552845.742;476087.6998;5552599.868;;
30339;AP0339;01.05.2016 07:21;01.05.2016 07:21;476276.5477;5552579.767;475969.2848;5552675.963;;
30340;AP0340;01.05.2016 07:26;01.05.2016 07:26;476020.0892;5552770.949;475950.3673;5552738.232;;
30341;AP0341;01.05.2016 07:28;01.05.2016 07:28;475915.4942;5553159.456;476207.6476;5553026.918;;
30342;AP0342;01.05.2016 07:29;01.05.2016 07:29;476163.6276;5552993.605;476112.7565;5552992.661;;
30343;AP0343;01.05.2016 07:29;01.05.2016 07:29;476137.9037;5552831.412;476127.3982;5553102.611;;
30344;AP0344;01.05.2016 07:31;01.05.2016 07:31;476033.0351;5553052.271;476224.6665;5552845.421;;
30345;AP0345;01.05.2016 07:32;01.05.2016 07:32;476304.7555;5552938.904;476093.5073;5553299.357;;
30346;AP0346;01.05.2016 07:35;01.05.2016 07:35;475991.8527;5552681.083;476243.9463;5552765.998;;
30347;AP0347;01.05.2016 07:37;01.05.2016 07:37;476263.8589;5552755.933;476088.6135;5552928.237;;
30348;AP0348;01.05.2016 07:41;01.05.2016 07:41;476050.3313;5552652.242;476221.8756;5552494.118;;
30349;AP0349;01.05.2016 07:45;01.05.2016 07:45;476216.5403;5552546.716;476335.6288;5552616.072;;
30350;AP0350;01.05.2016 07:46;01.05.2016 07:46;476223.0567;5552812.251;476012.7928;5552475.644;;
30351;AP0351;01.05.2016 07:46;01.05.2016 07:46;476196.4701;5552654.906;476064.7528;5552594.268;;
30352;AP0352;01.05.2016 07:46;01.05.2016 07:46;476010.7155;5552482.593;476395.4221;5552656.285;;
30353;AP0353;01.05.2016 07:49;01.05.2016 07:49;476139.8919;5552869.709;475965.0575;5552194.774;;
30354;AP0354;01.05.2016 07:54;01.05.2016 07:54;476196.9695;5552985.669;476134.6195;5552358.435;;
30355;AP0355;01.05.2016 07:55;01.05.2016 07:55;476245.5772;5553014.591;476020.6474;5552740.455;;
30356;AP0356;01.05.2016 07:55;01.05.2016 07:55;475994.398;5552681.661;476157.2225;5552887.587;;
30357;AP0357;01.05.2016 07:57;01.05.2016 07:57;476286.732;5552813.269;476231.6019;5552861.113;;
30358;AP0358;01.05.2016 07:59;01.05.2016 07:59;476157.6086;5552781.416;476079.2607;5553078.859;;
30359;AP0359;01.05.2016 08:03;01.05.2016 08:03;476007.4174;5552186.645;476075.4371;5552947.33;;
30360;AP0360;01.05.2016 08:03;01.05.2016 08:03;476200.7619;5552265.32;475864.8231;5553156.384;;
30361;AP0361;01.05.2016 08:04;01.05.2016 08:04;476873.658;5552888.664;476230.724;5553010.765;;
30362;AP0362;01.05.2016 08:07;01.05.2016 08:07;476424.4202;5552540.52;476155.7007;5552798.206;;
30363;AP0363;01.05.2016 08:07;01.05.2016 08:07;476265.0356;5552847.465;476185.9556;5552998.68;;
30364;AP0364;01.05.2016 08:09;01.05.2016 08:09;476050.0171;5553055.727;476288.5613;5553011.956;;
30365;AP0365;01.05.2016 08:09;01.05.2016 08:09;476579.9103;5552258.025;476407.2621;5552461.67;;
30366;AP0366;01.05.2016 08:09;01.05.2016 08:09;476564.4217;5552256.833;476412.9366;5552506.105;;
30367;AP0367;01.05.2016 08:11;01.05.2016 08:11;476284.1901;5552479.847;476280.6401;5552789.289;;
30368;AP0368;01.05.2016 08:12;01.05.2016 08:12;476223.1281;5552582.08;476220.274;5553029.942;;
30369;AP0369;01.05.2016 08:12;01.05.2016 08:12;476105.7222;5552805.191;475865.8758;5553282.533;;
30370;AP0370;01.05.2016 08:13;01.05.2016 08:13;476316.3873;5552763.057;476093.824;5552800.677;;
30371;AP0371;01.05.2016 08:14;01.05.2016 08:14;476186.3531;5552661.002;476228.2288;5552235.074;;
30372;AP0372;01.05.2016 08:15;01.05.2016 08:15;476197.9628;5552642.773;476272.015;5552244.015;;
30373;AP0373;01.05.2016 08:16;01.05.2016 08:16;476920.5487;5552537.096;475867.9107;5553040.364;;
30374;AP0374;01.05.2016 08:18;01.05.2016 08:18;476838.047;5553002.924;476272.1418;5553042.362;;
30375;AP0375;01.05.2016 08:19;01.05.2016 08:19;476657.2993;5552558.512;476501.9579;5553089.045;;
30376;AP0376;01.05.2016 08:19;01.05.2016 08:19;476841.0659;5553029.505;476747.443;5553347.932;;
30377;AP0377;01.05.2016 08:20;01.05.2016 08:20;476075.6826;5552737.104;476792.0131;5553008.053;;
30378;AP0378;01.05.2016 08:22;01.05.2016 08:22;476176.6001;5552991.672;476549.4888;5552838.257;;
30379;AP0379;01.05.2016 08:27;01.05.2016 08:27;476407.4457;5553030.753;476360.2717;5552240.331;;
30380;AP0380;01.05.2016 08:28;01.05.2016 08:28;476454.2917;5552937.174;476709.4315;5552471.722;;
30381;AP0381;01.05.2016 08:30;01.05.2016 08:30;476870.9267;5552503.22;476146.8988;5552968.806;;
30382;AP0382;01.05.2016 08:30;01.05.2016 08:30;476531.8336;5552517.037;476009.1242;5552862.509;;
30383;AP0383;01.05.2016 08:33;01.05.2016 08:33;476807.9573;5553100.187;476615.931;5552983.22;;
30384;AP0384;01.05.2016 08:37;01.05.2016 08:37;476355.106;5553212.527;476190.3811;5553022.783;;
30385;AP0385;01.05.2016 08:37;01.05.2016 08:37;476239.3448;5552857.952;475915.5038;5553159.455;;
30386;AP0386;01.05.2016 08:39;01.05.2016 08:39;476214.7555;5553028.62;476124.7923;5552933.894;;
30387;AP0387;01.05.2016 08:41;01.05.2016 08:41;476099.0629;5553041.809;475867.6505;5553050.138;;
30388;AP0388;01.05.2016 08:41;01.05.2016 08:41;476173.7013;5552913.23;476144.4736;5552730.141;;
30389;AP0389;01.05.2016 08:42;01.05.2016 08:42;476418.2523;5552555.544;476768.0693;5552693.159;;
30390;AP0390;01.05.2016 08:42;01.05.2016 08:42;476727.1819;5552689.311;476406.3294;5552518.109;;
30391;AP0391;01.05.2016 08:43;01.05.2016 08:43;476157.6781;5553139.968;476297.7899;5552970.326;;
30392;AP0392;01.05.2016 08:44;01.05.2016 08:44;476287.2949;5552767.585;476107.8144;5552980.257;;
30393;AP0393;01.05.2016 08:44;01.05.2016 08:44;476458.0163;5552949.254;476149.973;5552798.763;;
30394;AP0394;01.05.2016 08:46;01.05.2016 08:46;476478.7851;5553059.73;476553.6729;5552856.436;;
30395;AP0395;01.05.2016 08:47;01.05.2016 08:47;476200.8066;5552856.571;476652.9298;5552833.338;;
30396;AP0396;01.05.2016 08:47;01.05.2016 08:47;476212.341;5552810.017;476392.299;5552653.94;;
30397;AP0397;01.05.2016 08:50;01.05.2016 08:50;475923.2893;5553130.535;476778.6288;5553002.063;;
30398;AP0398;01.05.2016 08:53;01.05.2016 08:53;476014.6199;5552832.38;476403.943;5552742.481;;
30399;AP0399;01.05.2016 08:53;01.05.2016 08:53;476733.9199;5553339.046;476418.0333;5552332.353;;
30400;AP0400;01.05.2016 08:55;01.05.2016 08:55;476633.4226;5553228.631;476291.1495;5552266.241;;
30401;AP0401;01.05.2016 08:55;01.05.2016 08:55;476868.2481;5552906.022;476655.9523;5552561.012;;
30402;AP0402;01.05.2016 08:57;01.05.2016 08:57;476744.2728;5552782.794;476635.7744;5552568.219;;
30403;AP0403;01.05.2016 08:57;01.05.2016 08:57;476098.0626;5553045.399;476480.8633;5552709.676;;
30404;AP0404;01.05.2016 08:59;01.05.2016 08:59;475963.6205;5552990.86;476636.3194;5552913.371;;
30405;AP0405;01.05.2016 09:00;01.05.2016 09:00;476314.8485;5553300.244;476678.5537;5552514.695;;
30406;AP0406;01.05.2016 09:00;01.05.2016 09:00;476678.0126;5553062.174;476668.0444;5552381.95;;
30407;AP0407;01.05.2016 09:00;01.05.2016 09:00;476075.3272;5552992.462;476859.6469;5553029.394;;
30408;AP0408;01.05.2016 09:02;01.05.2016 09:02;476068.4454;5553022.737;476693.3715;5552963.916;;
30409;AP0409;01.05.2016 09:02;01.05.2016 09:02;476592.7811;5553069.79;476296.9959;5553005.738;;
30410;AP0410;01.05.2016 09:03;01.05.2016 09:03;476143.1929;5553300.914;476614.6058;5553132.366;;
30411;AP0411;01.05.2016 09:03;01.05.2016 09:03;476561.2324;5552863.939;476141.3734;5553203.39;;
30412;AP0412;01.05.2016 09:03;01.05.2016 09:03;476497.9545;5552812.314;476167.6706;5552838.895;;
30413;AP0413;01.05.2016 09:09;01.05.2016 09:09;476279.6329;5552792.574;476015.6925;5552820.332;;
30414;AP0414;01.05.2016 09:14;01.05.2016 09:14;476303.7438;5552600.915;476297.0879;5553005.234;;
30415;AP0415;01.05.2016 09:16;01.05.2016 09:16;476020.6512;5552745.367;476170.2367;5552915.164;;
30416;AP0416;01.05.2016 09:16;01.05.2016 09:16;476157.5744;5552631.977;475867.6645;5553049.613;;
30417;AP0417;01.05.2016 09:18;01.05.2016 09:18;476112.0559;5552995.176;476198.6773;5553024.77;;
30418;AP0418;01.05.2016 09:19;01.05.2016 09:19;476284.075;5552858.965;475865.5936;5553256.503;;
30419;AP0419;01.05.2016 09:20;01.05.2016 09:20;476079.2218;5552386.434;476085.1684;5552382.421;;
30420;AP0420;01.05.2016 09:23;01.05.2016 09:23;476482.174;5552431.353;476656.6235;5552263.926;;
30421;AP0421;01.05.2016 09:23;01.05.2016 09:23;476162.8182;5553119.973;476577.3319;5552876.256;;
30422;AP0422;01.05.2016 09:24;01.05.2016 09:24;476310.2633;5552914.059;476459.3303;5552927.109;;
30423;AP0423;01.05.2016 09:24;01.05.2016 09:24;476673.1181;5552954.854;475911.8827;5553288.376;;
30424;AP0424;01.05.2016 09:25;01.05.2016 09:25;476660.9091;5552352.799;476246.5053;5552754.896;;
30425;AP0425;01.05.2016 09:26;01.05.2016 09:26;476423.8948;5553159.474;476020.6519;5552746.295;;
30426;AP0426;01.05.2016 09:28;01.05.2016 09:28;476388.4783;5553070.905;475925.3099;5553114.144;;
30427;AP0427;01.05.2016 09:30;01.05.2016 09:30;476687.0684;5552759.893;475958.355;5553002.931;;
30428;AP0428;01.05.2016 09:33;01.05.2016 09:33;476654.9672;5552328.524;476188.4891;5552989.366;;
30429;AP0429;01.05.2016 09:35;01.05.2016 09:35;476421.4436;5552565.565;476786.9878;5553094.051;;
30430;AP0430;01.05.2016 09:35;01.05.2016 09:35;476467.3893;5552911.011;476763.5662;5553247.622;;
30431;AP0431;01.05.2016 09:36;01.05.2016 09:36;476242.225;5552773.467;476872.3938;5552892.72;;
30432;AP0432;01.05.2016 09:38;01.05.2016 09:38;476059.5891;5552600.014;476442.3212;5552720.535;;
30433;AP0433;01.05.2016 09:39;01.05.2016 09:39;476218.4897;5552666.144;476186.4617;5553026.292;;
30434;AP0434;01.05.2016 09:41;01.05.2016 09:41;476237.8411;5552792.487;475865.3425;5553233.35;;
30435;AP0435;01.05.2016 09:43;01.05.2016 09:43;476096.1625;5552801.565;476745.4449;5553347.614;;
30436;AP0436;01.05.2016 09:46;01.05.2016 09:46;476095.1019;5553299.455;476221.7451;5553008.452;;
30437;AP0437;01.05.2016 09:46;01.05.2016 09:46;476208.4624;5553027.113;476599.4283;5552657.319;;
30438;AP0438;01.05.2016 09:48;01.05.2016 09:48;476192.6001;5553002.869;476475.6421;5552813.512;;
30439;AP0439;01.05.2016 09:49;01.05.2016 09:49;475873.6748;5553163.898;476135.9349;5552983.215;;
30440;AP0440;01.05.2016 09:53;01.05.2016 09:53;476274.2579;5552827.673;476177.6795;5552991.896;;
30441;AP0441;01.05.2016 09:59;01.05.2016 09:59;476500.6651;5552781.162;476284.9204;5553024.728;;
30442;AP0442;01.05.2016 10:00;01.05.2016 10:00;476853.2965;5553034.4;476107.9605;5552840.724;;
30443;AP0443;01.05.2016 10:00;01.05.2016 10:00;476288.2525;5552536.999;476426.4228;5552579.204;;
30444;AP0444;01.05.2016 10:04;01.05.2016 10:04;476584.2932;5552258.361;476340.1748;5552249.065;;
30445;AP0445;01.05.2016 10:06;01.05.2016 10:06;476879.8461;5552964.983;475864.73;5553176.862;;
30446;AP0446;01.05.2016 10:07;01.05.2016 10:07;476532.4325;5552814.98;475865.2602;5553225.752;;
30447;AP0447;01.05.2016 10:08;01.05.2016 10:08;476368.3474;5552865.422;476832.6969;5552593.772;;
30448;AP0448;01.05.2016 10:09;01.05.2016 10:09;476582.608;5553077.87;476421.9555;5552309.432;;
30449;AP0449;01.05.2016 10:11;01.05.2016 10:11;476441.9405;5552593.026;476090.6966;5552917.712;;
30450;AP0450;01.05.2016 10:11;01.05.2016 10:11;476404.247;5552325.136;476091.3162;5552914.58;;
30451;AP0451;01.05.2016 10:14;01.05.2016 10:14;476817.5289;5552370.289;476267.2224;5553041.184;;
30452;AP0452;01.05.2016 10:15;01.05.2016 10:15;476475.3203;5552693.063;476200.3188;5552859.928;;
30453;AP0453;01.05.2016 10:21;01.05.2016 10:21;476000.1386;5553293.711;476650.4636;5552310.124;;
30454;AP0454;01.05.2016 10:21;01.05.2016 10:21;476226.852;5552833.832;476919.8659;5552513.212;;
30455;AP0455;01.05.2016 10:22;01.05.2016 10:22;476537.3679;5552529.527;475926.6296;5553103.44;;
30456;AP0456;01.05.2016 10:24;01.05.2016 10:24;476895.694;5552817.963;476220.4335;5552869.691;;
30457;AP0457;01.05.2016 10:28;01.05.2016 10:28;476132.1081;5552909.323;476689.0124;5552266.355;;
30458;AP0458;01.05.2016 10:31;01.05.2016 10:31;476179.4612;5552892.553;476719.112;5552570.385;;
30459;AP0459;01.05.2016 10:32;01.05.2016 10:32;476680.0615;5552440.852;476426.0241;5553147.375;;
30460;AP0460;01.05.2016 10:34;01.05.2016 10:34;476871.1812;5552896.61;476438.3817;5552968.955;;
30461;AP0461;01.05.2016 10:34;01.05.2016 10:34;476063.2489;5552397.213;476156.3471;5552971.173;;
30462;AP0462;01.05.2016 10:35;01.05.2016 10:35;476401.5056;5552502.965;475967.0867;5552675.465;;
30463;AP0463;01.05.2016 10:35;01.05.2016 10:35;476300.3006;5552959.001;476198.6807;5552976.823;;
30464;AP0464;01.05.2016 10:36;01.05.2016 10:36;476086.8005;5553048.404;476083.3661;5553047.691;;
30465;AP0465;01.05.2016 10:37;01.05.2016 10:37;476119.4208;5552806.019;476570.4151;5552537.392;;
30466;AP0466;01.05.2016 10:38;01.05.2016 10:38;476074.3655;5553045.821;476673.3053;5552406.624;;
30467;AP0467;01.05.2016 10:39;01.05.2016 10:39;476684.471;5552764.463;475924.0618;5553037.894;;
30468;AP0468;01.05.2016 10:41;01.05.2016 10:41;476706.4642;5552471.193;476154.2451;5553153.321;;
30469;AP0469;01.05.2016 10:42;01.05.2016 10:42;476422.3524;5553000.975;476776.3032;5552789.323;;
30470;AP0470;01.05.2016 10:44;01.05.2016 10:44;476574.1982;5552744.483;476668.4672;5552794.503;;
30471;AP0471;01.05.2016 10:44;01.05.2016 10:44;476175.5559;5552906.572;475979.2694;5552950.223;;
30472;AP0472;01.05.2016 10:47;01.05.2016 10:47;476257.0045;5552830.404;476308.1;5552776.883;;
30473;AP0473;01.05.2016 10:49;01.05.2016 10:49;476054.9326;5552763.924;476748.0429;5553300.456;;
30474;AP0474;01.05.2016 10:51;01.05.2016 10:51;475953.0492;5553009.934;476844.5844;5553078.961;;
30475;AP0475;01.05.2016 10:59;01.05.2016 10:59;476390.8772;5552888.727;476204.329;5552808.346;;
30476;AP0476;01.05.2016 11:00;01.05.2016 11:00;476609.5938;5553042.16;476066.2622;5553032.341;;
30477;AP0477;01.05.2016 11:00;01.05.2016 11:00;476676.4205;5552779.431;476369.6908;5552236.296;;
30478;AP0478;01.05.2016 11:01;01.05.2016 11:01;476895.8634;5552817.419;476223.9733;5552473.439;;
30479;AP0479;01.05.2016 11:01;01.05.2016 11:01;476249.9387;5553064.322;476412.1705;5552877.659;;
30480;AP0480;01.05.2016 11:01;01.05.2016 11:01;476766.6201;5552996.691;476618.9263;5552658.761;;
30481;AP0481;01.05.2016 11:04;01.05.2016 11:04;476101.1538;5552803.458;476678.9228;5552767.69;;
30482;AP0482;01.05.2016 11:06;01.05.2016 11:06;476217.2606;5552884.554;476691.097;5552962.899;;
30483;AP0483;01.05.2016 11:07;01.05.2016 11:07;476048.3553;5552415.066;476852.9225;5552955.195;;
30484;AP0484;01.05.2016 11:10;01.05.2016 11:10;476635.3909;5552262.294;476439.7991;5552712.655;;
30485;AP0485;01.05.2016 11:12;01.05.2016 11:12;476200.8876;5552965.416;476315.0381;5553294.415;;
30486;AP0486;01.05.2016 11:14;01.05.2016 11:14;476090.7135;5552976.254;476581.0455;5553150.998;;
30487;AP0487;01.05.2016 11:17;01.05.2016 11:17;476904.209;5552767.567;476244.9151;5552761.794;;
30488;AP0488;01.05.2016 11:17;01.05.2016 11:17;476716.5157;5552411.168;476187.2787;5552804.791;;
30489;AP0489;01.05.2016 11:18;01.05.2016 11:18;476746.7247;5552642.186;476056.9977;5552741.409;;
30490;AP0490;01.05.2016 11:18;01.05.2016 11:18;476666.02;5552373.68;475926.7665;5553102.33;;
30491;AP0491;01.05.2016 11:19;01.05.2016 11:19;476210.3225;5552917.057;476578.5478;5553294.331;;
30492;AP0492;01.05.2016 11:20;01.05.2016 11:20;476217.4877;5552537.375;476712.3813;5553340.042;;
30493;AP0493;01.05.2016 11:20;01.05.2016 11:20;476150.3748;5552631.315;476358.9916;5552863.32;;
30494;AP0494;01.05.2016 11:21;01.05.2016 11:21;476071.2038;5552658.86;476346.6421;5553161.481;;
30495;AP0495;01.05.2016 11:22;01.05.2016 11:22;476369.7498;5552865.737;476855.2899;5553035.197;;
30496;AP0496;01.05.2016 11:27;01.05.2016 11:27;476175.3712;5553178.048;476488.1119;5552865.864;;
30497;AP0497;01.05.2016 11:29;01.05.2016 11:29;476412.0879;5552878.026;476699.6971;5552737.672;;
30498;AP0498;01.05.2016 11:30;01.05.2016 11:30;476881.0464;5552864.959;476635.7164;5552552.357;;
30499;AP0499;01.05.2016 11:30;01.05.2016 11:30;476573.3338;5552875.912;476282.5567;5552557.811;;
30500;AP0500;01.05.2016 11:32;01.05.2016 11:32;476834.6139;5553013.94;476577.0141;5552875.822;;
